Customer ID,Status,Customer Level
CRM-1520000,Onboarding,Semi-Enterprise
CRM-796400,Retained,Enterprise
CRM-1293200,Retained,Enterprise
CRM-1574350,Onboarding,Enterprise
CRM-1100500,Retained,Enterprise
CRM-1500900,Retained,Enterprise
CRM-1536350,Onboarding,Enterprise
CRM-5600850,Onboarding,Long-tail
CRM-1584450,Onboarding,Enterprise
CRM-1434700,Churn,Long-tail
CRM-166450,Retained,Semi-Enterprise
CRM-801400,Churn,Long-tail
CRM-1516700,Retained,Enterprise
CRM-393100,Churn,Long-tail
CRM-1484950,Retained,Semi-Enterprise
CRM-1461000,Churn,Semi-Enterprise
CRM-1478200,Retained,Enterprise
CRM-790100,Churn,Long-tail
CRM-183550,Churn,Long-tail
CRM-335100,Churn,Long-tail
CRM-1461800,Retained,Enterprise
CRM-1530150,Retained,Enterprise
CRM-250350,Churn,Long-tail
CRM-1468700,Retained,Enterprise
CRM-199350,Churn,Long-tail
CRM-1141400,Churn,Long-tail
CRM-532950,Retained,Semi-Enterprise
CRM-1501300,Retained,Enterprise
CRM-596350,Retained,Enterprise
CRM-1498050,Churn,Semi-Enterprise
CRM-879300,Retained,Semi-Enterprise
CRM-1451650,Churn,Semi-Enterprise
CRM-1502800,Contract Confirmation,Semi-Enterprise
CRM-561550,Retained,Enterprise
CRM-185750,Churn,Long-tail
CRM-404600,Churn,Long-tail
CRM-615050,Retained,Enterprise
CRM-1479700,Retained,Enterprise
CRM-155950,Retained,Semi-Enterprise
CRM-424400,Retained,Enterprise
CRM-547500,Retained,Enterprise
CRM-1447200,Retained,Semi-Enterprise
CRM-1464900,Churn,Enterprise
CRM-291550,Churn,Enterprise
CRM-349000,Retained,Enterprise
CRM-1091300,Retained,Semi-Enterprise
CRM-1447250,Churn,Long-tail
CRM-1553100,Onboarding,Enterprise
CRM-417150,Retained,Enterprise
CRM-424450,Retained,Enterprise
CRM-1485850,Retained,Semi-Enterprise
CRM-197700,Churn,Long-tail
CRM-5604950,Onboarding,Long-tail
CRM-158650,Churn,Long-tail
CRM-1446300,Churn,Long-tail
CRM-1157000,Churn,Enterprise
CRM-1440050,Retained,Enterprise
CRM-739100,Churn,Enterprise
CRM-277750,Churn,Long-tail
CRM-1534800,Retained,Semi-Enterprise
CRM-305050,Retained,Enterprise
CRM-1219750,Retained,Semi-Enterprise
CRM-767350,Retained,Semi-Enterprise
CRM-1509800,Churn,Semi-Enterprise
CRM-1510000,Retained,Enterprise
CRM-1481900,Churn,Long-tail
CRM-169250,Churn,Semi-Enterprise
CRM-1562600,Onboarding,Enterprise
CRM-862150,Retained,Enterprise
CRM-1489950,Retained,Semi-Enterprise
CRM-182200,Retained,Semi-Enterprise
CRM-387600,Retained,Enterprise
CRM-1564450,Retained,Enterprise
CRM-842450,In Opportunity Pipeline,Semi-Enterprise
CRM-5607600,Onboarding,Long-tail
CRM-165800,Churn,Long-tail
CRM-175450,Churn,Long-tail
CRM-1048200,Churn,Long-tail
CRM-1567350,Onboarding,Enterprise
CRM-1454650,Retained,Long-tail
CRM-1465950,Retained,Long-tail
CRM-630600,Churn,Semi-Enterprise
CRM-1460200,Retained,Enterprise
CRM-639900,Churn,Long-tail
CRM-812150,Churn,Semi-Enterprise
CRM-1494900,Churn,Semi-Enterprise
CRM-1456450,Retained,Enterprise
CRM-316600,Churn,Semi-Enterprise
CRM-1463800,Churn,Enterprise
CRM-439300,Retained,Semi-Enterprise
CRM-851200,Churn,Enterprise
CRM-1507250,Retained,Long-tail
CRM-1531100,Retained,Semi-Enterprise
#N/A,Onboarding,Enterprise
CRM-1485050,Retained,Long-tail
CRM-161800,Retained,Enterprise
CRM-1551650,Retained,Semi-Enterprise
CRM-1441600,Retained,Enterprise
CRM-1522100,Retained,Semi-Enterprise
CRM-1147000,Churn,Semi-Enterprise
CRM-1545900,Onboarding,Semi-Enterprise
CRM-1482300,Churn,Enterprise
CRM-574550,Churn,Long-tail
CRM-1485250,Incomplete Deal,Long-tail
CRM-1597050,Onboarding,Enterprise
CRM-1597100,Onboarding,Enterprise
CRM-166550,Churn,Semi-Enterprise
CRM-1516350,Retained,Long-tail
CRM-1515100,Churn,Long-tail
CRM-1468750,Retained,Long-tail
CRM-1285150,Retained,Semi-Enterprise
CRM-1434650,Retained,Long-tail
CRM-788050,Churn,Enterprise
CRM-1495950,Retained,Semi-Enterprise
CRM-1509550,Retained,Enterprise
CRM-5603050,Onboarding,Long-tail
CRM-1455700,Churn,Semi-Enterprise
CRM-1560900,Churn,Enterprise
CRM-775950,Retained,Semi-Enterprise
CRM-788700,Retained,Long-tail
CRM-1442050,Retained,Enterprise
CRM-1487800,Retained,Long-tail
CRM-1551550,Retained,Semi-Enterprise
CRM-785300,Retained,Enterprise
CRM-288000,Churn,Long-tail
CRM-335450,Churn,Long-tail
CRM-1444650,Churn,Long-tail
CRM-1553850,Retained,Long-tail
CRM-166900,In Opportunity Pipeline,Long-tail
CRM-1441000,Retained,Long-tail
CRM-157800,Churn,Semi-Enterprise
CRM-1542800,Contract Confirmation,Enterprise
CRM-1544000,Contract Confirmation,Semi-Enterprise
CRM-316250,Retained,Enterprise
CRM-514100,Churn,Long-tail
CRM-557550,Churn,Enterprise
CRM-589000,Churn,Long-tail
CRM-414650,Retained,Semi-Enterprise
CRM-1518100,Retained,Enterprise
CRM-738700,Churn,Semi-Enterprise
CRM-1553150,Onboarding,Long-tail
CRM-1587250,Retained,Enterprise
CRM-804100,Churn,Long-tail
CRM-644400,Churn,Long-tail
CRM-915650,Churn,Semi-Enterprise
CRM-156150,Churn,Long-tail
CRM-796050,Retained,Enterprise
CRM-1460350,Retained,Enterprise
CRM-862100,Retained,Enterprise
CRM-1124350,Retained,Enterprise
CRM-1430200,Churn,Semi-Enterprise
CRM-714600,Retained,Enterprise
CRM-1427700,Churn,Enterprise
CRM-1546750,Retained,Enterprise
CRM-1441400,Churn,Semi-Enterprise
CRM-679600,Churn,Enterprise
CRM-1449200,Churn,Enterprise
CRM-205900,Churn,Enterprise
CRM-185300,Retained,Enterprise
CRM-1442700,In Opportunity Pipeline,Long-tail
CRM-1510400,Retained,Enterprise
CRM-331400,Incomplete Deal,Enterprise
CRM-782950,Retained,Long-tail
CRM-1516250,Retained,Enterprise
CRM-5599400,Onboarding,Semi-Enterprise
CRM-5603000,Retained,Long-tail
CRM-1481950,Retained,Enterprise
CRM-1171350,Churn,Long-tail
CRM-1476350,Retained,Long-tail
CRM-1470150,Retained,Semi-Enterprise
CRM-754150,Churn,Long-tail
CRM-1502000,Churn,Long-tail
CRM-927650,Churn,Long-tail
CRM-1559650,Onboarding,Semi-Enterprise
CRM-542800,Churn,Semi-Enterprise
CRM-557000,Retained,Semi-Enterprise
CRM-1507950,Retained,Enterprise
CRM-152800,Churn,Long-tail
CRM-1466600,Retained,Enterprise
CRM-1476100,Churn,Long-tail
CRM-1538950,Retained,Enterprise
CRM-1605450,Onboarding,Semi-Enterprise
CRM-1525900,Retained,Enterprise
CRM-1510300,Retained,Semi-Enterprise
CRM-1510350,Churn,Semi-Enterprise
CRM-755350,Churn,Semi-Enterprise
CRM-1450450,Retained,Enterprise
CRM-476800,Churn,Long-tail
CRM-201850,Churn,Long-tail
CRM-551500,Churn,Long-tail
CRM-1530500,Retained,Enterprise
CRM-651400,Churn,Enterprise
CRM-1512900,Onboarding,Enterprise
CRM-270350,Churn,Semi-Enterprise
CRM-285550,Churn,Long-tail
CRM-270850,Churn,Long-tail
CRM-200600,Churn,Long-tail
CRM-1528200,Retained,Semi-Enterprise
CRM-1357700,Churn,Long-tail
CRM-238550,Retained,Enterprise
CRM-1057850,Churn,Enterprise
CRM-490450,Churn,Long-tail
CRM-1332850,Churn,Semi-Enterprise
CRM-1446250,Retained,Semi-Enterprise
CRM-1499800,Retained,Enterprise
CRM-643900,Churn,Long-tail
CRM-735850,Retained,Long-tail
CRM-1544700,Onboarding,Enterprise
CRM-155700,Churn,Long-tail
CRM-1514950,Onboarding,Enterprise
CRM-1467200,Retained,Long-tail
CRM-1278700,Incomplete Deal,Enterprise
CRM-1484400,Onboarding,Enterprise
CRM-278850,Churn,Long-tail
CRM-1451000,Churn,Enterprise
CRM-1572600,Retained,Long-tail
CRM-1443500,Churn,Long-tail
CRM-250400,Churn,Long-tail
CRM-5607950,Onboarding,Long-tail
CRM-1546550,Onboarding,Semi-Enterprise
CRM-1441850,Churn,Semi-Enterprise
CRM-1441900,Churn,Long-tail
CRM-1567500,Onboarding,Enterprise
CRM-1442000,Churn,Long-tail
CRM-1567550,Onboarding,Enterprise
CRM-763850,Retained,Enterprise
CRM-1505950,Retained,Enterprise
CRM-1437100,Retained,Enterprise
CRM-1557400,Churn,Semi-Enterprise
CRM-1528050,Retained,Long-tail
CRM-1536050,Churn,Enterprise
CRM-1469150,Churn,Semi-Enterprise
CRM-1461150,Retained,Semi-Enterprise
CRM-300000,Churn,Long-tail
CRM-365450,Churn,Semi-Enterprise
CRM-1487850,Churn,Long-tail
CRM-1586900,Retained,Enterprise
CRM-1470600,Churn,Long-tail
CRM-1198150,Churn,Long-tail
CRM-459900,Churn,Long-tail
CRM-1470900,Onboarding,Semi-Enterprise
CRM-1235500,Retained,Long-tail
CRM-1484800,Churn,Semi-Enterprise
CRM-591550,Churn,Long-tail
CRM-315700,Churn,Long-tail
CRM-1510150,Retained,Enterprise
CRM-1471300,Retained,Enterprise
CRM-1508200,Retained,Enterprise
CRM-1479850,Retained,Semi-Enterprise
CRM-1455100,Retained,Enterprise
CRM-1493800,Churn,Enterprise
CRM-1446500,Retained,Enterprise
CRM-1469300,Retained,Long-tail
CRM-1513900,Retained,Enterprise
CRM-1526350,Retained,Semi-Enterprise
CRM-511950,Retained,Enterprise
CRM-158600,Retained,Enterprise
CRM-1458750,Churn,Long-tail
CRM-1551900,Onboarding,Long-tail
CRM-1529450,Churn,Semi-Enterprise
CRM-287300,Churn,Long-tail
CRM-1597250,Retained,Semi-Enterprise
CRM-1459400,Retained,Long-tail
CRM-1559700,Onboarding,Enterprise
CRM-469700,Churn,Long-tail
CRM-1478950,Churn,Long-tail
CRM-264250,Churn,Long-tail
CRM-1477950,Churn,Semi-Enterprise
CRM-1560200,Onboarding,Long-tail
CRM-1477650,Retained,Long-tail
#N/A,Onboarding,Long-tail
CRM-879750,Retained,Semi-Enterprise
CRM-1544450,Retained,Long-tail
CRM-166950,Contract Confirmation,Long-tail
CRM-340450,Retained,Semi-Enterprise
CRM-960300,Retained,Semi-Enterprise
CRM-361450,Churn,Semi-Enterprise
CRM-597400,Churn,Long-tail
CRM-1559100,Retained,Enterprise
CRM-223950,Churn,Long-tail
CRM-1146150,Churn,Semi-Enterprise
CRM-589150,Retained,Semi-Enterprise
CRM-294600,Retained,Enterprise
CRM-280750,Retained,Enterprise
CRM-1088600,Churn,Enterprise
CRM-309800,Churn,Long-tail
CRM-457850,Churn,Long-tail
CRM-1449250,Incomplete Deal,Long-tail
CRM-1525450,Retained,Enterprise
CRM-1520950,Retained,Semi-Enterprise
CRM-596250,Churn,Long-tail
CRM-1474250,Retained,Enterprise
CRM-1446450,Retained,Enterprise
CRM-954600,Churn,Long-tail
CRM-1510850,Retained,Enterprise
CRM-1203300,Retained,Enterprise
CRM-1508000,Retained,Enterprise
CRM-635550,Churn,Semi-Enterprise
CRM-1530900,Retained,Semi-Enterprise
CRM-1486400,Churn,Semi-Enterprise
CRM-159900,Churn,Long-tail
CRM-1488100,Churn,Enterprise
CRM-1440700,Churn,Enterprise
CRM-1441650,Onboarding,Enterprise
CRM-1490250,Retained,Long-tail
CRM-1502950,Retained,Semi-Enterprise
CRM-335900,Churn,Enterprise
CRM-1449000,Churn,Semi-Enterprise
CRM-1449050,Churn,Semi-Enterprise
CRM-1451300,Churn,Semi-Enterprise
CRM-174550,Churn,Long-tail
CRM-1499500,Retained,Long-tail
CRM-185850,Churn,Long-tail
CRM-436250,Churn,Long-tail
CRM-162100,Retained,Enterprise
CRM-923750,Churn,Long-tail
CRM-863400,Churn,Long-tail
CRM-1524000,Retained,Enterprise
CRM-1080950,Churn,Long-tail
CRM-338700,Retained,Long-tail
CRM-1429300,Retained,Long-tail
CRM-1473900,Retained,Enterprise
CRM-477400,Churn,Long-tail
CRM-176550,Churn,Semi-Enterprise
CRM-1465050,Churn,Semi-Enterprise
CRM-477600,Churn,Semi-Enterprise
CRM-292700,Churn,Semi-Enterprise
CRM-534950,Churn,Long-tail
CRM-834400,Churn,Long-tail
CRM-537550,Churn,Enterprise
CRM-1490900,Retained,Semi-Enterprise
CRM-1456400,Churn,Semi-Enterprise
CRM-1486300,Retained,Enterprise
CRM-463400,Retained,Enterprise
CRM-1179250,Churn,Long-tail
CRM-1457200,Churn,Long-tail
CRM-1461500,Retained,Long-tail
CRM-1474350,Retained,Long-tail
CRM-268600,Churn,Long-tail
CRM-1468600,Churn,Enterprise
CRM-1488150,Churn,Enterprise
CRM-296200,Churn,Long-tail
CRM-514050,Churn,Long-tail
CRM-362300,Retained,Enterprise
CRM-1336650,Onboarding,Enterprise
CRM-1495450,Retained,Enterprise
CRM-855400,Churn,Semi-Enterprise
CRM-1560750,Onboarding,Semi-Enterprise
CRM-692150,Retained,Enterprise
CRM-1186150,Churn,Long-tail
CRM-206250,Churn,Long-tail
CRM-502250,Churn,Enterprise
CRM-1189650,Retained,Enterprise
CRM-1512050,Onboarding,Enterprise
CRM-1512100,Onboarding,Enterprise
CRM-1352350,Retained,Enterprise
CRM-1352250,Retained,Enterprise
CRM-1477700,Retained,Enterprise
CRM-1477750,Retained,Enterprise
CRM-1129750,Retained,Enterprise
CRM-1352450,Retained,Enterprise
CRM-1477800,Retained,Enterprise
CRM-1477500,Retained,Enterprise
CRM-1477850,Retained,Enterprise
CRM-1352400,Retained,Enterprise
CRM-1477900,Retained,Enterprise
CRM-1477550,Retained,Enterprise
CRM-160350,Churn,Enterprise
CRM-158550,Churn,Semi-Enterprise
CRM-1585900,Onboarding,Enterprise
CRM-1172200,Retained,Enterprise
CRM-1456250,Retained,Enterprise
CRM-1489600,Retained,Semi-Enterprise
CRM-667900,Retained,Semi-Enterprise
CRM-208300,Retained,Long-tail
CRM-1543950,Contract Confirmation,Enterprise
CRM-1414650,Churn,Semi-Enterprise
CRM-271600,Retained,Enterprise
CRM-645900,Retained,Long-tail
CRM-1429750,Churn,Long-tail
CRM-1487350,Retained,Enterprise
CRM-1521550,Retained,Enterprise
CRM-1174050,Retained,Enterprise
CRM-1162550,Retained,Enterprise
CRM-1174150,Retained,Enterprise
CRM-1521600,Churn,Enterprise
CRM-1430500,Retained,Semi-Enterprise
CRM-439200,Churn,Long-tail
CRM-1442750,Churn,Long-tail
CRM-1438550,Retained,Enterprise
CRM-1521400,Onboarding,Enterprise
CRM-1442600,Retained,Enterprise
CRM-764550,Churn,Long-tail
CRM-200300,Churn,Enterprise
CRM-743950,Churn,Enterprise
CRM-1516950,Onboarding,Long-tail
CRM-1293350,Churn,Enterprise
CRM-454800,Churn,Long-tail
CRM-351800,Churn,Enterprise
CRM-1474600,Retained,Enterprise
CRM-1444750,Retained,Semi-Enterprise
CRM-1558100,Retained,Enterprise
CRM-1466150,Retained,Enterprise
CRM-457100,Churn,Enterprise
CRM-606300,Churn,Enterprise
CRM-1252550,Retained,Enterprise
CRM-270250,Churn,Semi-Enterprise
CRM-322450,Churn,Enterprise
CRM-634000,Onboarding,Enterprise
CRM-753450,Churn,Long-tail
CRM-1470750,Retained,Enterprise
CRM-1486850,Retained,Enterprise
CRM-1520150,Churn,Long-tail
CRM-396600,Churn,Long-tail
CRM-1520200,Onboarding,Long-tail
CRM-1509950,Churn,Long-tail
CRM-519900,Churn,Long-tail
CRM-152200,Churn,Long-tail
CRM-1056700,Churn,Enterprise
CRM-999900,Retained,Semi-Enterprise
CRM-998800,Retained,Enterprise
CRM-490200,Retained,Enterprise
CRM-1488500,Churn,Long-tail
CRM-1056750,Churn,Enterprise
CRM-758650,Churn,Long-tail
CRM-1570150,Onboarding,Enterprise
CRM-1513450,Retained,Enterprise
CRM-1304550,Churn,Long-tail
CRM-1542650,Retained,Enterprise
CRM-1545200,Churn,Enterprise
CRM-1491750,Retained,Semi-Enterprise
CRM-1457100,Churn,Semi-Enterprise
CRM-1493200,Retained,Semi-Enterprise
CRM-157600,Churn,Long-tail
CRM-1461950,Retained,Long-tail
CRM-1359400,Churn,Semi-Enterprise
CRM-166250,Retained,Enterprise
CRM-1520700,Retained,Enterprise
CRM-1469700,Churn,Long-tail
CRM-494000,Churn,Long-tail
CRM-1501150,Retained,Enterprise
CRM-154050,Churn,Long-tail
CRM-1482250,Retained,Long-tail
CRM-1483100,Retained,Long-tail
CRM-1519450,Retained,Enterprise
CRM-386800,Churn,Long-tail
CRM-1480850,Churn,Semi-Enterprise
CRM-1463200,Churn,Long-tail
CRM-1501700,Retained,Semi-Enterprise
CRM-1472300,Retained,Enterprise
CRM-1537900,Onboarding,Semi-Enterprise
CRM-1565900,Onboarding,Semi-Enterprise
CRM-177450,Churn,Long-tail
CRM-362250,Churn,Long-tail
CRM-1158750,Churn,Long-tail
CRM-1501250,Retained,Long-tail
CRM-1474550,Churn,Long-tail
CRM-151050,Churn,Long-tail
CRM-151150,Retained,Enterprise
CRM-778300,Retained,Enterprise
CRM-1595650,Onboarding,Enterprise
CRM-543000,Churn,Long-tail
CRM-542900,Churn,Long-tail
CRM-542950,Churn,Long-tail
CRM-542850,Churn,Long-tail
CRM-1478550,Retained,Semi-Enterprise
CRM-159000,Churn,Long-tail
CRM-1554100,Incomplete Deal,Enterprise
CRM-1522550,Retained,Semi-Enterprise
CRM-1495700,Churn,Long-tail
CRM-1607250,Onboarding,Enterprise
CRM-1446550,Retained,Enterprise
CRM-1562300,Onboarding,Semi-Enterprise
CRM-154000,Churn,Long-tail
CRM-162200,Churn,Enterprise
CRM-1146250,Churn,Long-tail
CRM-1414950,Retained,Enterprise
CRM-1462300,Retained,Semi-Enterprise
CRM-151550,Churn,Long-tail
CRM-314750,Retained,Semi-Enterprise
CRM-157550,Churn,Long-tail
CRM-417250,Churn,Long-tail
CRM-1492350,Incomplete Deal,Long-tail
CRM-316700,Churn,Long-tail
CRM-418100,Churn,Long-tail
CRM-1305500,Churn,Long-tail
CRM-1471700,Onboarding,Enterprise
CRM-609750,Churn,Long-tail
CRM-1451950,Churn,Long-tail
CRM-404400,Churn,Long-tail
CRM-1585950,Onboarding,Enterprise
CRM-253750,Churn,Enterprise
CRM-1485700,In Opportunity Pipeline,Long-tail
CRM-1521650,Churn,Enterprise
CRM-533750,Retained,Long-tail
CRM-1471450,Churn,Long-tail
CRM-1526150,Retained,Semi-Enterprise
CRM-610450,Churn,Long-tail
CRM-1528400,Retained,Enterprise
CRM-1493100,Retained,Semi-Enterprise
CRM-241450,Retained,Semi-Enterprise
CRM-746700,Churn,Long-tail
CRM-1559850,Onboarding,Enterprise
CRM-1466450,Retained,Enterprise
CRM-586750,Churn,Long-tail
CRM-155800,Churn,Enterprise
CRM-1551150,Onboarding,Enterprise
CRM-1524100,Retained,Enterprise
CRM-5600500,Retained,Semi-Enterprise
CRM-998500,Churn,Long-tail
CRM-1490600,Churn,Long-tail
CRM-1525550,Retained,Long-tail
CRM-362050,Churn,Enterprise
CRM-1543200,Retained,Enterprise
CRM-157500,Churn,Long-tail
CRM-1536250,Retained,Long-tail
CRM-1462050,Churn,Long-tail
CRM-777900,Retained,Long-tail
CRM-5601600,Onboarding,Enterprise
CRM-1577050,Onboarding,Enterprise
CRM-639450,Churn,Enterprise
CRM-1553650,Onboarding,Semi-Enterprise
CRM-229900,Churn,Semi-Enterprise
CRM-683100,Retained,Semi-Enterprise
CRM-229950,Retained,Semi-Enterprise
CRM-633500,Churn,Long-tail
CRM-571400,Churn,Long-tail
CRM-1496700,Retained,Enterprise
CRM-376750,Churn,Long-tail
CRM-1567600,Onboarding,Enterprise
CRM-304750,Retained,Semi-Enterprise
CRM-1166050,Churn,Enterprise
CRM-1444300,Onboarding,Semi-Enterprise
CRM-806850,Retained,Enterprise
CRM-807100,Retained,Enterprise
CRM-152050,Retained,Enterprise
CRM-1508250,Retained,Enterprise
CRM-1510050,Onboarding,Long-tail
CRM-1510100,Onboarding,Long-tail
CRM-804150,Churn,Semi-Enterprise
CRM-1165300,Churn,Long-tail
CRM-199600,Churn,Semi-Enterprise
CRM-1536300,Onboarding,Semi-Enterprise
CRM-1445600,Churn,Semi-Enterprise
CRM-1537400,Onboarding,Semi-Enterprise
CRM-1549400,Retained,Enterprise
CRM-1206000,Churn,Semi-Enterprise
CRM-1543250,Onboarding,Long-tail
CRM-704850,Churn,Semi-Enterprise
CRM-1487750,Retained,Enterprise
CRM-1453950,Onboarding,Enterprise
CRM-221850,Churn,Long-tail
CRM-1052100,Retained,Semi-Enterprise
CRM-158500,Churn,Long-tail
CRM-1584050,Onboarding,Enterprise
CRM-907250,Churn,Long-tail
CRM-895150,Churn,Enterprise
CRM-627000,Retained,Enterprise
CRM-386750,Churn,Long-tail
CRM-1570200,Onboarding,Enterprise
CRM-954250,Churn,Semi-Enterprise
CRM-1450850,Retained,Semi-Enterprise
CRM-1482700,Retained,Semi-Enterprise
CRM-680600,Churn,Long-tail
CRM-1479950,Churn,Semi-Enterprise
CRM-300950,Churn,Long-tail
CRM-851850,Churn,Long-tail
CRM-262600,Churn,Long-tail
CRM-579150,Churn,Enterprise
CRM-372400,Churn,Long-tail
CRM-1506700,Onboarding,Enterprise
CRM-1518200,Retained,Long-tail
CRM-264050,Churn,Long-tail
CRM-1281350,Churn,Long-tail
CRM-160550,Retained,Enterprise
CRM-574650,Churn,Long-tail
CRM-1435450,Retained,Enterprise
CRM-667600,Churn,Long-tail
CRM-613050,Contract Confirmation,Semi-Enterprise
CRM-338100,Retained,Enterprise
CRM-186450,Churn,Long-tail
CRM-156450,Churn,Long-tail
CRM-1559150,Retained,Enterprise
CRM-514000,Churn,Long-tail
CRM-159300,Retained,Long-tail
CRM-1459950,Churn,Semi-Enterprise
CRM-1471750,Churn,Enterprise
CRM-5605750,Onboarding,Enterprise
CRM-1484500,Retained,Enterprise
CRM-831150,Churn,Semi-Enterprise
CRM-1554050,Retained,Enterprise
CRM-166150,Retained,Enterprise
CRM-1558000,Retained,Enterprise
CRM-1568150,Retained,Enterprise
CRM-1473700,Retained,Semi-Enterprise
CRM-1472600,Retained,Enterprise
CRM-1288550,Incomplete Deal,Enterprise
CRM-1479550,In Opportunity Pipeline,Enterprise
CRM-1430600,Churn,Semi-Enterprise
CRM-240400,Churn,Long-tail
CRM-927450,Churn,Enterprise
CRM-924350,Churn,Long-tail
CRM-1520050,Retained,Enterprise
CRM-166700,Retained,Enterprise
CRM-602800,Churn,Long-tail
CRM-1347050,Retained,Long-tail
CRM-1526650,Retained,Enterprise
CRM-1455650,Retained,Enterprise
CRM-1450750,Retained,Enterprise
CRM-201750,Churn,Long-tail
CRM-856700,Churn,Long-tail
CRM-254800,Churn,Long-tail
CRM-1078050,Churn,Long-tail
CRM-1078150,Churn,Long-tail
CRM-1078100,Churn,Semi-Enterprise
CRM-175950,Churn,Long-tail
CRM-295550,Churn,Long-tail
CRM-1510900,Retained,Enterprise
CRM-1470700,Churn,Semi-Enterprise
CRM-1607700,Onboarding,Enterprise
CRM-1531250,Retained,Enterprise
CRM-1052000,Retained,Semi-Enterprise
CRM-470900,Churn,Long-tail
CRM-1474650,Churn,Long-tail
CRM-1449800,Churn,Semi-Enterprise
CRM-661200,Contract Confirmation,Long-tail
CRM-1511350,Retained,Enterprise
CRM-437300,Churn,Long-tail
CRM-1068750,Retained,Enterprise
CRM-1475750,Retained,Enterprise
CRM-597950,Churn,Long-tail
CRM-1599300,Onboarding,Long-tail
CRM-1472650,Retained,Semi-Enterprise
CRM-1205200,Retained,Semi-Enterprise
CRM-1462800,In Opportunity Pipeline,Semi-Enterprise
CRM-1473300,Churn,Enterprise
CRM-1438700,Onboarding,Enterprise
CRM-1440250,Onboarding,Enterprise
CRM-160150,Retained,Enterprise
CRM-1134350,Retained,Enterprise
CRM-5603350,Contract Confirmation,Semi-Enterprise
CRM-1558150,Onboarding,Enterprise
CRM-1558200,Onboarding,Enterprise
CRM-1558250,Onboarding,Enterprise
CRM-1558300,Onboarding,Enterprise
CRM-1558350,Onboarding,Enterprise
CRM-1558400,Onboarding,Enterprise
CRM-1558450,Onboarding,Enterprise
CRM-1558500,Onboarding,Enterprise
CRM-1558550,Onboarding,Enterprise
CRM-1558600,Onboarding,Enterprise
CRM-1558650,Onboarding,Enterprise
CRM-1558700,Onboarding,Enterprise
CRM-1558750,Onboarding,Enterprise
CRM-1558800,Onboarding,Enterprise
CRM-1558850,Onboarding,Enterprise
CRM-1559600,Onboarding,Enterprise
CRM-1558900,Onboarding,Enterprise
